LAPD;Problematic
private error NN state NN error NN state NN error NN state NN none NN private error state root ROOT state compound state error error state root ROOT state compound state error error state none root ROOT none compound none error compound none state;0
override NN public boolean is VBZ async NN override public boolean is async root ROOT async cop async is;0
protected executor NN get VB executor NN protected executor get executor root ROOT get dobj get executor;0
private abstract JJ processor NN abstract JJ endpoint NN endpoint NN request NN coyote NN request NN response NN coyote NN response NN private abstract processor root ROOT processor amod processor abstract abstract endpoint root ROOT endpoint amod endpoint abstract endpoint request coyote request root ROOT request compound request coyote response coyote response root ROOT response compound response coyote;0
public void action NN action NN code NN action NN code NN object NN param NN public void action action code root ROOT code compound code action action code root ROOT code compound code action object param;0
private final set NN string NN q VB names NNS new hash JJ set NN private final set string q names root ROOT q dobj q names new hash set root ROOT set amod set hash;0
public response NN get VB response NN public response get response root ROOT get dobj get response;0
public message NN bytes NNS content JJ type NN public message bytes root ROOT bytes compound bytes message content type root ROOT type amod type content;0
public message NN bytes NNS remote JJ addr NN public message bytes root ROOT bytes compound bytes message remote addr root ROOT addr amod addr remote;0
public void set VBN read NN listener NN read VB listener NN listener NN public void set read listener root ROOT set compound listener read dobj set listener read listener root ROOT read dobj read listener listener;0
private boolean expectation NN false JJ private boolean expectation false;0
private long content JJ length NN private long content length root ROOT length amod length content;0
private final u NN decoder NN url NN decoder NN new u NN decoder NN private final u decoder root ROOT decoder compound decoder u url decoder root ROOT decoder compound decoder url new u decoder root ROOT decoder compound decoder u;0
private final map NN string NN string NN path NN parameters NNS new hash VB map NN  private final map string string path parameters root ROOT parameters compound parameters path new hash map root ROOT hash dobj hash map;0
public void clear JJ public void clear public clear ANTONYM ANTONYM;0
first RB element NN of IN the DT queue NN protected entry NN first RB first element of the queue protected entry first;0
maximum NN size NN of IN the DT queue NN private final int max NN size NN maximum size of the queue private final int max size root ROOT size compound size max;0
private final entry NN get VB previous JJ private final entry get previous root ROOT get xcomp get previous;0
final int ord NN final int ord;0
long fp NN end NN long fp end root ROOT end compound end fp;0
byte stat NN bytes NNS new byte byte stat bytes root ROOT bytes compound bytes stat new byte;0
byte floor NN data NNS new byte byte floor data root ROOT data compound data floor new byte;0
byte suffix NN bytes NNS new byte byte suffix bytes root ROOT bytes compound bytes suffix new byte;0
int prefix NN int prefix;0
true JJ if all DT entries NNS are VBP terms NNS boolean is VBZ leaf NN block NN true if all entries are terms boolean is leaf block root ROOT block cop block is compound block leaf;0
public static final int version NN current JJ public static final int version current root ROOT current compound current version;0
private int bloom NN size NN private int bloom size root ROOT size compound size bloom;0
records a value in the set the referenced bytes are hashed and then modulo n d where n is the records a value in the set the referenced bytes are hashed and then modulo n d where n is the chosen size of the internal bitset param value the key value to be hashed throws io exception if there is a low level i o error public void add VB value NN bytes NNS ref VBP value NN throws io NN exception NN records a value in the set the referenced bytes are hashed and then modulo n d where n is the root ROOT records det value a dobj records value case set in det set the nmod in hashed set det bytes the amod bytes referenced nsubjpass hashed bytes auxpass hashed are dep value hashed cc hashed and advmod d then compound d modulo compound d n dep value d conj and hashed d advmod the where nsubj the n cop the is acl relcl d the records a value in the set the referenced bytes are hashed and then modulo n d where n is the root ROOT records det value a dobj records value case set in det set the nmod in hashed set det bytes the amod bytes referenced nsubjpass hashed bytes auxpass hashed are dep value hashed cc hashed and advmod d then compound d modulo compound d n dep value d conj and hashed d advmod the where nsubj the n cop the is acl relcl d the chosen size of the internal bitset root ROOT size amod size chosen case bitset of det bitset the amod bitset internal nmod of size bitset param value the key value to be hashed root ROOT value compound value param det value the amod value key dep value value mark hashed to auxpass hashed be acl to value hashed throws io exception if there is a low level i o error root ROOT throws compound exception io dobj throws exception mark is if expl is there advcl if throws is det level a amod level low nsubj is level compound error i compound error o dep level error public void add value root ROOT add dobj add value bytes ref root ROOT ref nsubj ref bytes value throws io exception root ROOT exception compound exception io d key ANTONYM ANTONYM i key ANTONYM ANTONYM level set ANTONYM ANTONYM public internal ANTONYM ANTONYM d i SYNONYM SYNONYM;0
public long ram NN bytes NNS used VBN public long ram bytes used root ROOT used compound bytes ram nsubj used bytes;0
public boolean is VBZ saturated VBN fuzzy JJ set NN bloom NN filter NN field NN info NN field NN info NN public boolean is saturated root ROOT saturated auxpass saturated is fuzzy set root ROOT set amod set fuzzy bloom filter root ROOT filter compound filter bloom field info root ROOT info compound info field field info root ROOT info compound info field;0
public int size NN public int size;0
public void check NN integrity NN throws io NN exception NN public void check integrity root ROOT integrity compound integrity check throws io exception root ROOT exception compound exception io;0
private final list NN field NN meta NN data NNS fields NNS new array NN list NN private final list field meta data root ROOT data compound data field compound data meta fields new array list root ROOT list compound list array;0
reused VBN in IN write VB blocks NNS private final list NN pending VBG block NN new JJ blocks NNS new array NN list NN reused in write blocks root ROOT write dobj write blocks private final list pending block root ROOT block amod block pending new blocks root ROOT blocks amod blocks new new array list root ROOT list compound list array;0
private pending VBG term NN first RB pending VBG term NN private pending term root ROOT term amod term pending first pending term root ROOT term advmod term first amod term pending;0
private pending VBG term NN last JJ pending JJ term NN private pending term root ROOT term amod term pending last pending term root ROOT term amod term last amod term pending;0
public void finish NN doc NN throws io NN exception NN public void finish doc root ROOT doc compound doc finish throws io exception root ROOT exception compound exception io;0
private long last JJ encoded VBN version NN private long last encoded version root ROOT version amod version last amod version encoded;0
public void encode VBP term NN long longs NNS data NNS output NN out IN field NN info NN field NN info NN block NN term NN state NN state NN boolean absolute JJ throws io NN exception NN public void encode term root ROOT encode dobj encode term long longs data output root ROOT output compound output data out field info root ROOT info compound info field field info root ROOT info compound info field block term state root ROOT state compound state block compound state term state boolean absolute throws io exception root ROOT exception compound exception io;0
public boolean has VBZ freqs NNS public boolean has freqs root ROOT has dobj has freqs;0
override NN public boolean has VBZ offsets NNS override public boolean has offsets root ROOT has dobj has offsets;0
override NN public boolean has VBZ positions NNS override public boolean has positions root ROOT has dobj has positions;0
override NN public boolean has VBZ payloads NNS override public boolean has payloads root ROOT has dobj has payloads;0
public long get VB sum NN total JJ term NN freq NN public long get sum total term freq root ROOT get compound freq sum amod freq total compound freq term dobj get freq;0
public long get VB sum NN doc NN freq NN public long get sum doc freq root ROOT get compound freq sum compound freq doc dobj get freq;0
public int get VB doc NN count NN public int get doc count root ROOT get compound count doc dobj get count;0
public long ram NN bytes NNS used VBN public long ram bytes used root ROOT used compound bytes ram nsubj used bytes;0
override NN public boolean is VBZ new JJ fragment NN override public boolean is new fragment root ROOT fragment cop fragment is amod fragment new;0
int frag NN num NN int frag num root ROOT num compound num frag;0
public v LS set VBN value NN v LS value NN public v set value root ROOT set dobj set value v value;1
public k NN set VBN key NN k NN key NN public k set key root ROOT set dobj set key k key k key ANTONYM ANTONYM;1
private void to TO exponential JJ format NN int first RB digit NN int dec NN point NN private void to exponential format root ROOT format case format to amod format exponential int first digit root ROOT digit advmod digit first int dec point root ROOT point compound point dec;1
final int get VB attributes NNS int id NN final int get attributes root ROOT get dobj get attributes int id;1
public int get VB attributes NNS string NN name NN public int get attributes root ROOT get dobj get attributes string name;1
private byte name NN null JJ private byte name null;1
private static final list NN string NN empty JJ string NN collections NNS empty JJ list NN private static final list string empty string root ROOT string amod string empty collections empty list root ROOT list compound list collections amod list empty;1
string NN is VBZ strict JJ org NN apache NN maven NN artifact NN repository JJ metadata NN io NN is VBZ strict JJ string is strict root ROOT strict cop strict is org apache maven artifact repository metadata io is strict root ROOT strict compound io org compound io apache compound io maven compound io artifact amod io repository compound io metadata nsubj strict io cop strict is;1
private short its PRP$ flags NNS private short its flags root ROOT flags nmod poss flags its;1
public string NN is VBZ scripting VBG invalid JJ public string is scripting invalid root ROOT scripting aux scripting is xcomp scripting invalid;1
private final boolean classes NNS private final boolean classes;1
private static final string NN odt NN file NN private static final string NN odt NN file NN private static final string odt file root ROOT file compound file odt private static final string odt file root ROOT file compound file odt;1
private static final string NN odt NN file NN with IN metadata NN private static final string odt file with metadata root ROOT file compound file odt case metadata with nmod with file metadata;1
private static final string NN odt NN file NN with IN min NN text NN len NN private static final string odt file with min text len root ROOT file compound file odt case len with compound len min compound len text nmod with file len;1
private static final string NN pdf NN zip NN file NN private static final string pdf zip file root ROOT file compound file pdf compound file zip;1
private final boolean methods NNS private final boolean methods;1
private static final string NN pdf NN file NN private static final string pdf file root ROOT file compound file pdf;1
private static final list NN string NN odt NN file NN private static final list string odt file root ROOT file compound file odt;1
abstract builder NN k NN v LS set VBN configuration NN serializable JJ configuration NN configuration NN abstract builder k v set configuration root ROOT set dobj set configuration serializable configuration root ROOT configuration amod configuration serializable configuration k v SYNONYM SYNONYM;1
abstract builder NN k NN v LS set VBN key JJ translation NN function NN simple JJ function NN k NN function NN abstract builder k v set key translation function root ROOT set amod function key compound function translation dobj set function simple function root ROOT function amod function simple k function k v SYNONYM SYNONYM;1
abstract builder NN k NN v LS set VBN value NN translation NN function NN simple JJ function NN v LS function NN abstract builder k v set value translation function root ROOT set compound function value compound function translation dobj set function simple function root ROOT function amod function simple v function k v SYNONYM SYNONYM;1
abstract builder NN k NN v LS set VBN key JJ type NN descriptor NN type NN descriptor NN k NN key JJ type NN descriptor NN abstract builder k v set key type descriptor root ROOT set amod descriptor key compound descriptor type dobj set descriptor type descriptor root ROOT descriptor compound descriptor type k key type descriptor root ROOT descriptor amod descriptor key compound descriptor type k v SYNONYM SYNONYM;1
abstract builder NN k NN v LS set VBN value NN type NN descriptor NN type NN descriptor NN v LS value NN type NN descriptor NN abstract builder k v set value type descriptor root ROOT set compound descriptor value compound descriptor type dobj set descriptor type descriptor root ROOT descriptor compound descriptor type v value type descriptor root ROOT descriptor compound descriptor value compound descriptor type k v SYNONYM SYNONYM;1
abstract builder NN k NN v LS set VBN input NN format NN class NN type NN descriptor NN input NN format NN class NN abstract builder k v set input format class root ROOT set compound class input compound class format dobj set class type descriptor root ROOT descriptor compound descriptor type input format class root ROOT class compound class input compound class format k v SYNONYM SYNONYM;1
abstract builder NN k NN v LS set VBN input NN format NN key JJ class NN type NN descriptor NN input NN format NN key JJ class NN abstract builder k v set input format key class root ROOT set compound class input compound class format amod class key dobj set class type descriptor root ROOT descriptor compound descriptor type input format key class root ROOT class compound class input compound class format amod class key k v SYNONYM SYNONYM;1
abstract builder NN k NN v LS set VBN input NN format NN value NN class NN type NN descriptor NN input NN format NN value NN class NN abstract builder k v set input format value class root ROOT set compound class input compound class format compound class value dobj set class type descriptor root ROOT descriptor compound descriptor type input format value class root ROOT class compound class input compound class format compound class value k v SYNONYM SYNONYM;1
private int successes NNS private int successes;1
private table NN reference NN set VBN default NN project NN if IN absent JJ private table reference root ROOT reference compound reference table set default project if absent root ROOT project amod project set compound project default mark absent if dep project absent;1
abstract builder NN t NN set VBN max NN files NNS per IN bundle NN integer NN max NN files NNS per IN bundle NN abstract builder t set max files per bundle root ROOT set compound files max dobj set files case bundle per nmod per files bundle integer max files per bundle root ROOT files compound files max case bundle per nmod per files bundle;1
abstract builder NN t NN set NN method NN method NN method NN abstract builder t set method root ROOT method compound method set method method;1
private static final string NN gearpump NN serializers NNS gearpump NN serializers NNS private static final string gearpump serializers root ROOT serializers compound serializers gearpump gearpump serializers root ROOT serializers compound serializers gearpump;1
private final string NN args NNS private final string args;1
static final string NN expected VBN result NN static final string expected result root ROOT result amod result expected;1
protected static final list NN serializable JJ function NN instant NN instant NN identity NN immutable JJ list NN serializable JJ function NN instant NN instant NN of IN protected static final list serializable function root ROOT function amod function serializable instant instant identity immutable list root ROOT list amod list immutable serializable function root ROOT function amod function serializable instant instant of;1
called when a new or active window is now known to be active ensure that if it is new then it becomes active with itself as its only state address window void ensure VB window NN is VBZ active JJ w NN window NN called when a new or active window is now known to be active root ROOT called advmod known when det window a amod window new cc new or conj or new active amod window active nsubjpass known window nsubj xsubj active window auxpass known is advmod known now advcl called known mark active to cop active be xcomp known active ensure that if it is new then it becomes active with itself as its only state address root ROOT ensure mark becomes that mark new if nsubj new it cop new is advcl if becomes new advmod becomes then nsubj becomes it ccomp ensure becomes xcomp becomes active case itself with nmod with active itself case address as nmod poss address its amod address only compound address state nmod as becomes address window void ensure window is active root ROOT active csubj active ensure dobj ensure window cop active is w window is known ANTONYM ANTONYM known be ANTONYM ANTONYM;1
void ensure VB window NN exists VBZ w NN window NN void ensure window exists root ROOT exists csubj exists ensure dobj ensure window w window;1
private static final string NN proto NN extension NN hosts NNS proto NN extension NN hosts NNS private static final string proto extension hosts root ROOT hosts compound hosts proto compound hosts extension proto extension hosts root ROOT hosts compound hosts proto compound hosts extension;1
auto NN prefix NN terms NNS public static final int version NN auto NN prefix NN terms NNS auto prefix root ROOT prefix compound prefix auto terms public static final int version auto prefix terms root ROOT terms compound terms version compound terms auto compound terms prefix;1
final boolean any DT auto NN prefix NN terms NNS final boolean any auto prefix terms root ROOT terms det terms any compound terms auto compound terms prefix;1
private final terms NNS enum VBP with IN slice NN top NN private final terms enum with slice root ROOT enum nsubj enum terms case slice with nmod with enum slice top;1
minimum NN per IN dim NN values NNS packed JJ protected final byte min NN packed VBD value NN minimum per dim root ROOT dim case dim per values packed protected final byte min packed value root ROOT packed nsubj packed min dobj packed value;1
maximum NN per IN dim NN values NNS packed JJ protected final byte max NN packed VBD value NN maximum per dim root ROOT dim case dim per values packed protected final byte max packed value root ROOT packed nsubj packed max dobj packed value;1
final byte scratch NN final byte scratch;1
private final fixed VBN bit NN set NN result NN private final fixed bit set root ROOT set amod set fixed compound set bit result;1
protected list NN query NN node NN set VBN children NNS order NN list NN query NN node NN children NNS throws query NN node NN exception NN protected list query node root ROOT node compound node query set children order root ROOT set compound order children dobj set order list query node root ROOT node compound node query children throws query node exception root ROOT exception compound exception query compound exception node;1
protected final bit NN set NN is VBZ internal JJ edges NNS protected final bit set root ROOT set compound set bit is internal edges root ROOT edges cop edges is amod edges internal;1
private static final string NN is VBZ internal JJ key JJ name NN is VBZ internal JJ private static final string is internal key name root ROOT name cop name is amod name internal amod name key is internal root ROOT internal cop internal is is name ANTONYM ANTONYM internal private SYNONYM SYNONYM;1
private final static string NN creations NNS creations NNS private final static string creations creations;1
public long get VB clicks NNS public long get clicks root ROOT get dobj get clicks;1
public string NN is VBZ xml NN public string is xml root ROOT xml cop xml is;1
private final int days NNS private final int days;1
public static final type NN records NNS new type NN public static final type records new type;1
validate that the partition exists on the cluster param topic partition partition to validate param store name name of the store the partition is for throws org apache kafka streams errors streams exception if partition doesn t exist void validate VB partition NN exists VBZ final topic NN partition NN topic NN partition NN final string NN store NN name NN validate that the partition exists on the cluster root ROOT validate mark exists that det partition the nsubj exists partition ccomp validate exists case cluster on det cluster the nmod on exists cluster param topic partition partition to validate root ROOT partition compound partition param compound partition topic compound partition partition mark validate to acl to partition validate param store name name of the store the partition is for root ROOT name compound name param compound name store compound name name case store of det store the nmod of name store det partition the nsubj for partition cop for is acl relcl store for throws org apache kafka streams errors streams exception if partition doesn t exist root ROOT throws advmod apache org amod exception apache compound exception kafka compound exception streams compound exception errors compound exception streams dobj throws exception mark exist if compound t partition compound t doesn nsubj exist t advcl if throws exist void validate partition exists root ROOT exists csubj exists validate dobj validate partition final topic partition root ROOT partition compound partition topic topic partition root ROOT partition compound partition topic final string store name root ROOT name compound name store name is ANTONYM ANTONYM name throws ANTONYM ANTONYM validate void ANTONYM ANTONYM;1
for each class file in the suite directory create a test file object for live connect the test class name needs to be the name of the class and the file path needs to be the full package name prepended with the java script keyword packages and without the class suffix java script keyword packages and without the class suffix public void get VB cases NNS test NN suite NN suite NN for each class file in the suite directory create a test file object root ROOT create case file for det file each compound file class nmod for create file case directory in det directory the compound directory suite nmod in file directory det object a compound object test compound object file dobj create object for live connect the test class name needs to be the name of the class root ROOT connect mark connect for nsubj connect live det name the compound name test compound name class nsubj needs name nsubj xsubj name name ccomp connect needs mark name to cop name be det name the xcomp needs name case class of det class the nmod of name class and the file path needs to be the full package name prepended with the root ROOT needs cc needs and det path the compound path file nsubj needs path nsubj xsubj name path mark name to cop name be det name the amod name full compound name package xcomp needs name acl name prepended case the with nmod with prepended the java script keyword packages and without the class suffix root ROOT packages compound packages java compound packages script compound packages keyword cc packages and case suffix without det suffix the compound suffix class conj and packages suffix java script keyword packages and without the class suffix root ROOT packages compound packages java compound packages script compound packages keyword cc packages and case suffix without det suffix the compound suffix class conj and packages suffix public void get cases root ROOT get dobj get cases test suite root ROOT suite compound suite test suite class path ANTONYM ANTONYM create name ANTONYM ANTONYM full void ANTONYM ANTONYM name be ANTONYM ANTONYM;1
file NN helper NN functions NNS file helper functions root ROOT functions compound functions helper;1
override NN public int get VB attributes NNS int index NN override public int get attributes root ROOT get dobj get attributes int index;1
private static object NN set VBN length NN property NN context NN cx NN scriptable JJ target NN long length NN private static object set length property root ROOT set compound property length dobj set property context cx scriptable target long length;1
fast storage for dense arrays sparse arrays will use the superclass s fast storage for dense arrays sparse arrays will use the superclass s hashtable storage scheme private object NN dense JJ fast storage for dense arrays sparse arrays will use the superclass s root ROOT use amod storage fast nsubj use storage case arrays for amod arrays dense nmod for use arrays amod arrays sparse nsubj use arrays aux use will det s the amod s superclass dobj use s fast storage for dense arrays sparse arrays will use the superclass s root ROOT use amod storage fast nsubj use storage case arrays for amod arrays dense nmod for use arrays amod arrays sparse nsubj use arrays aux use will det s the amod s superclass dobj use s hashtable storage scheme root ROOT scheme amod scheme hashtable compound scheme storage private object dense dense sparse ANTONYM ANTONYM fast dense ANTONYM ANTONYM;1
public string NN get VB flags NNS public string get flags root ROOT get dobj get flags;1
static void to TO source NN impl NN string NN prefix NN string NN uri NN string NN builder NN sb NN static void to source impl root ROOT source mark source to dobj source impl string prefix string uri string builder root ROOT builder compound builder string sb;1
public boolean get VB param NN and CC var NN const NN public boolean get param and var const root ROOT get compound const param cc param and conj and param var compound const var dobj get const;1
second JJ formatted VBN in IN most RBS recent JJ invocation NN private long previous JJ seconds NNS Long MIN value NN second formatted in most recent invocation private long previous seconds root ROOT seconds amod seconds previous Long MIN value second min ANTONYM ANTONYM;1
unbinds the named object removes the terminal atomic name in name unbinds the named object removes the terminal atomic name in name from the target context that named by all but the terminal atomic part of name p this method is idempotent it succeeds even if the terminal atomic this method is idempotent it succeeds even if the terminal atomic name is not bound in the target context but throws name not found exception if any of the intermediate contexts do not exist param name the name to bind may not be empty exception name not found exception if an intermediate context does not exist exception naming exception if a naming exception is encountered override NN public void unbind NN name NN name NN throws naming VBG exception NN unbinds the named object removes the terminal atomic name in name root ROOT unbinds det object the amod object named nsubj removes object acl relcl unbinds removes det name the amod name terminal amod name atomic dobj removes name case name in nmod in removes name unbinds the named object removes the terminal atomic name in name root ROOT unbinds det object the amod object named nsubj removes object acl relcl unbinds removes det name the amod name terminal amod name atomic dobj removes name case name in nmod in removes name from the target context that named by all but the terminal atomic root ROOT context case context from det context the compound context target dep context that acl that named case all by nmod by named all cc all but det atomic the amod atomic terminal nmod by named atomic conj but all atomic part of name root ROOT part case name of nmod of part name p this method is idempotent it succeeds even if the terminal atomic root ROOT idempotent det method this nsubj idempotent method cop idempotent is nsubj succeeds it ccomp idempotent succeeds advmod atomic even mark atomic if det atomic the amod atomic terminal advcl if succeeds atomic this method is idempotent it succeeds even if the terminal atomic root ROOT idempotent det method this nsubj idempotent method cop idempotent is nsubj succeeds it ccomp idempotent succeeds advmod atomic even mark atomic if det atomic the amod atomic terminal advcl if succeeds atomic name is not bound in the target context but throws root ROOT bound nsubjpass bound name nsubj throws name auxpass bound is neg bound not case context in det context the compound context target nmod in bound context cc bound but conj but bound throws name not found exception if any of the intermediate contexts do not exist root ROOT found nsubj found name neg found not dobj found exception mark exist if nsubj exist any case contexts of det contexts the amod contexts intermediate nmod of any contexts aux exist do neg exist not advcl if found exist param name the name to bind may not be empty root ROOT empty compound name param dobj empty name det name the nsubj empty name mark bind to acl to name bind aux empty may neg empty not cop empty be exception name not found exception if an intermediate context does not root ROOT found compound name exception nsubj found name neg found not dobj found exception dep found if det context an amod context intermediate dep if context dep context does neg does not exist exception naming exception if a naming exception is encountered root ROOT exception compound exception exception compound exception naming mark encountered if det exception a amod exception naming nsubjpass encountered exception auxpass encountered is dep exception encountered override public void unbind name name throws naming exception root ROOT naming dobj naming exception all any ANTONYM ANTONYM all part ANTONYM ANTONYM be naming ANTONYM ANTONYM bind unbind ANTONYM ANTONYM bound even ANTONYM ANTONYM do naming ANTONYM ANTONYM does naming ANTONYM ANTONYM is naming ANTONYM ANTONYM is succeeds ANTONYM ANTONYM name be ANTONYM ANTONYM name do ANTONYM ANTONYM name does ANTONYM ANTONYM name is ANTONYM ANTONYM name throws ANTONYM ANTONYM named be ANTONYM ANTONYM named do ANTONYM ANTONYM named does ANTONYM ANTONYM named is ANTONYM ANTONYM named throws ANTONYM ANTONYM succeeds be ANTONYM ANTONYM terminal intermediate ANTONYM ANTONYM throws bind ANTONYM ANTONYM throws do ANTONYM ANTONYM throws does ANTONYM ANTONYM throws naming ANTONYM ANTONYM unbinds bind ANTONYM ANTONYM;1
boolean set VBN value NN object NN value NN scriptable JJ owner NN scriptable JJ start NN boolean set value root ROOT set dobj set value object value scriptable owner scriptable start;1
public int is VBZ valid JJ public int is valid root ROOT valid cop valid is;1
public dimension NN set VBN breadth NN dimension NN target NN int source NN public dimension set breadth root ROOT set dobj set breadth dimension target int source;1
public dimension NN set VBN length NN dimension NN target NN dimension NN source NN public dimension set length root ROOT set dobj set length dimension target dimension source;1
public dimension NN set VBN length NN dimension NN target NN int source NN public dimension set length root ROOT set dobj set length dimension target int source;1
public static object NN set VBN object NN index NN object NN obj NN double dbl NN index NN object NN value NN context NN cx NN public static object set object index root ROOT set compound index object dobj set index object obj double dbl index root ROOT index compound index dbl object value context cx;1
public list NN get VB expansion NN public list get expansion root ROOT get dobj get expansion;1
public void check NN collision NN string NN before IN string NN after IN public void check collision root ROOT collision compound collision check string before string after;1
protected void get VB method NN bodies NNS compilation NN unit NN declaration NN unit NN int place NN protected void get method bodies root ROOT get compound bodies method dobj get bodies compilation unit declaration root ROOT declaration compound declaration compilation compound declaration unit unit int place;1
public void is VBZ valid JJ object NN selection NN status NN info NN res NNS public void is valid root ROOT valid cop valid is object selection status info root ROOT info compound info status res;1
public void java NN to TO native JJ object NN object NN transfer NN data NNS transfer NN data NNS public void java to native root ROOT java case native to nmod to java native object object transfer data root ROOT data compound data transfer transfer data root ROOT data compound data transfer;1
public boolean get VB stats NNS public boolean get stats root ROOT get dobj get stats;1
saves the current enable disable state of the given control and its descendents in the returned object the controls are all disabled param w the control return an object capturing the enable disable state public static control NN enable VBP state NN disable VB control NN w NN saves the current enable disable state of the given control root ROOT saves det state the amod state current amod state enable amod state disable dobj saves state case control of det control the amod control given nmod of state control and its descendents in the returned object the controls root ROOT controls cc controls and nmod poss descendents its conj and controls descendents case object in det object the amod object returned nmod in descendents object det controls the are all disabled root ROOT disabled cop disabled are det disabled all param w the control root ROOT w nsubj w param det control the dobj w control return an object capturing the enable disable state root ROOT return det object an dobj return object acl object capturing det state the amod state enable amod state disable dobj capturing state public static control enable state root ROOT enable nsubj enable control dobj enable state disable control w enable disable ANTONYM ANTONYM enable disabled ANTONYM ANTONYM given control ANTONYM ANTONYM given controls ANTONYM ANTONYM saves return ANTONYM ANTONYM saves returned ANTONYM ANTONYM;1
returns true if this listener has a target for a back navigation only one listener needs to a back navigation only one listener needs to return true for the back button to be enabled public boolean is VBZ navigate VB forward RB enabled VBD returns true if this listener has a target for root ROOT returns amod returns true mark has if det listener this nsubj has listener advcl if true has det target a dobj has target acl target for a back navigation only one listener needs to root ROOT navigation det navigation a amod navigation back advmod one only nummod listener one nsubj needs listener acl relcl navigation needs nmod needs to a back navigation only one listener needs to root ROOT navigation det navigation a amod navigation back advmod one only nummod listener one nsubj needs listener acl relcl navigation needs nmod needs to return true for the back button to be enabled root ROOT return amod return true mark enabled for det button the amod button back nsubjpass enabled button mark enabled to auxpass enabled be advcl to true enabled public boolean is navigate forward enabled root ROOT navigate aux navigate is advmod navigate forward dep navigate enabled has needs ANTONYM ANTONYM has return ANTONYM ANTONYM returns has ANTONYM ANTONYM;1
vector NN target NN vector target;1
int is VBZ reached VBN int is reached root ROOT reached auxpass reached is;1
public byte get VB map VB context NN name NN public byte get map context name root ROOT map aux map get compound name context dobj map name;1
m NN association NN end NN start NN null JJ m association end root ROOT end compound end m compound end association start null;1
configuration default exclude pattern ie href action frame src ie href action frame src ie href action frame src public final static string NN include VBP name NN default NN href NN action NN frame NN src NN configuration default exclude pattern root ROOT exclude compound default configuration nsubj exclude default dobj exclude pattern ie href action frame src root ROOT src compound src ie compound src href compound src action compound src frame ie href action frame src root ROOT src compound src ie compound src href compound src action compound src frame ie href action frame src root ROOT src compound src ie compound src href compound src action compound src frame public final static string include name default root ROOT include compound default name dobj include default href action frame src configuration frame ANTONYM ANTONYM configuration pattern ANTONYM ANTONYM exclude include ANTONYM ANTONYM frame name ANTONYM ANTONYM pattern frame ANTONYM ANTONYM pattern name ANTONYM ANTONYM;1
int references NNS int references;1
bool NN get VB sub JJ keys NNS c NN string NN list NN subkeys NNS returns NNS the DT list NN of IN sub NN keys NNS bool get sub keys root ROOT get amod keys sub dobj get keys c string list root ROOT list compound list c compound list string subkeys returns the list of sub keys list keys ANTONYM ANTONYM;1
public int get VB rows NNS public int get rows root ROOT get dobj get rows;1
private string NN types NNS private string types;1
public string NN get VB types NNS public string get types root ROOT get dobj get types;1
private double peak NN private double peak;1
private int nulls NNS private int nulls;1
public boolean get VB param NN and CC var NN const NN public boolean get param and var const root ROOT get compound const param cc param and conj and param var compound const var dobj get const;1
protected void check NN protected void check;1
protected void check NN expired VBD protected void check expired root ROOT expired nsubj expired check;1
